object_id,Z,EBV,English Translation,split,target,Flux_mean,Flux_std,Flux_min,Flux_max,Flux_median,Flux_skew,Flux_err_mean,Flux_err_std,Flux_Ratio_mean,Flux_Ratio_skew,u_Flux_mean,u_Flux_std,u_Flux_max,u_Flux_min,g_Flux_mean,g_Flux_std,g_Flux_max,g_Flux_min,r_Flux_mean,r_Flux_std,r_Flux_max,r_Flux_min,i_Flux_mean,i_Flux_std,i_Flux_max,i_Flux_min,z_Flux_mean,z_Flux_std,z_Flux_max,z_Flux_min,y_Flux_mean,y_Flux_std,y_Flux_max,y_Flux_min
amath_gwador_helegnen,0.7056,0.009,shield wall  + sworn brother + frozen,split_01,0,0.11552769492857137,1.9831302932685981,-7.01816672,6.43959308,-0.036377849999999996,0.17120444992931239,0.42802400942857144,0.4145473066584412,-0.3964015661806875,-0.16880916364924237,1.0694439107692306,4.6109522803117695,6.43959308,-7.01816672,0.2067624384615385,2.414238591558353,3.41434836,-4.13422936,-0.21704227361111103,1.577570562372224,2.78649933,-2.85833332,0.055629208529411826,1.2334570237907734,1.92065899,-2.20025157,0.15289244041666666,0.8632253958969983,1.41788593,-1.76614594,0.09179524700000001,1.6391569476053554,3.76867221,-2.82355771
amlug_loss_ang,3.45,0.042," snake, serpent + snow + iron",split_01,0,-1.052983009082569,7.8215938789671,-6.10670494,38.10271705,-3.23208136,3.3392907279141393,0.40600817623853214,0.36912349980529535,-3.865487552645426,3.9492591202921306,1.6019229950000002,8.472103705028342,22.41254957,-2.86149833,-0.7947980853846155,5.2114480005500585,14.85860681,-4.95645234,-0.45148351482758586,9.814932312291194,38.10271705,-6.10526701,-2.04879576625,7.734392919604492,33.09513719,-6.00427519,-1.5748347800000002,8.084325858323416,30.72763579,-6.10670494,-1.5658932957142855,4.784031424154942,8.74909108,-5.58682115
amon_imloth_luin,0.7766,0.055,"hill, steep-sided mount  +  flowering valley  + blue",split_01,1,0.5254073463025211,1.2305203408037406,-2.42171096,4.17405661,0.13738491,1.215867770460902,0.4673154768067227,0.4819935812702898,1.8884871703783415,1.8423469050671877,-0.049817465454545455,0.207788196965987,0.16762955,-0.5257088,0.0973242457142857,0.36812325305678856,0.77466671,-0.2918315,0.4435458490322581,0.7754996474177297,2.59779955,-0.65600996,0.6168014724000002,1.3201994872870435,3.44213946,-1.49811263,0.6839296734615385,1.5423152382238707,4.03058904,-2.42171096,0.8125298405263158,1.6754603361029372,4.17405661,-1.66991972
andrann_puig_fern,0.3568,0.019," age, cycle  +  clean, tidy, neat  + dead",split_01,0,0.4420676576729559,1.5619200390542416,-1.80461174,9.30962831,0.05317425,2.8478288842235266,0.5478001294968554,0.49471958926343296,0.986151952477058,7.062230637409634,0.05157768583333335,0.9201892172218563,2.26903106,-1.42505837,-0.0012026707142857149,0.2717665834432717,0.39073313,-0.62384805,0.41388064658536583,1.5931882792112775,9.30962831,-0.84551929,0.5186915572972973,1.4695514059577817,5.76138089,-0.62431724,0.6352554848571429,1.6370867372441387,6.59693981,-1.76092408,0.5646013315000001,2.275126884794865,5.44180882,-1.80461174
ang_cugu_harad,0.7503,0.016,iron + dove + south,split_01,0,0.2718371903597121,0.9161305081105173,-3.24960863,3.0908938,0.05635351,-0.1267579586843448,0.41881140438848924,0.36345763901001527,0.9525802751991473,1.3881901537342372,0.01646602307692308,0.4194708986862018,0.5135622,-0.99611592,0.13361621307692306,0.3347775867378091,0.6727414,-0.27344872,0.46855194499999997,0.7046386334431437,1.99151722,-0.47514767,0.195063816875,0.8618651118737082,2.02643979,-1.09608391,0.19962383363636357,0.8102950944416418,1.59799678,-1.03623839,0.3622897343478261,1.583899814295745,3.0908938,-3.24960863
ang_neledh_aith,0.2095,0.118,"iron + enter, go in  + point of spear ",split_01,0,0.5167370424,1.0483418124196588,-0.88861713,4.61859601,0.126224805,2.0024871004833362,0.37613862150000005,0.3495693715567223,1.9629631408798418,2.7216555123991886,0.10947899181818181,0.5717746835871051,1.46560004,-0.58771523,0.08673150727272728,0.3616467227905123,1.12846697,-0.25640629,0.2605552572,0.6625819443935953,2.58781574,-0.44326611,0.8203055123999999,1.289031287603648,4.57468152,-0.47080993,0.816838428,1.1873146900077292,4.61859601,-0.30279877,0.7877917761538462,1.4132132199897929,3.47964524,-0.88861713
angos_rusc_curunir,0.215,0.049,horror + fox  + wizard,split_01,0,0.8446682731914893,1.1247495649129677,-1.78462392,3.79227204,0.68096171,0.7518740350738982,0.3859586654609929,0.29301674418525303,3.4290623101806097,1.9851465034874978,0.44314611833333334,0.40547297210927474,0.93020406,-0.2419219,0.279037379,0.4761731282846569,0.90064937,-0.36621787,0.8156808520588236,0.9925671007645669,3.09555878,-0.45225092,1.03217042925,1.215252240038329,3.79227204,-0.88071982,0.7940960912903224,1.1664283145658247,3.29869448,-1.15836138,1.0006015524999998,1.398386013446111,3.66747012,-1.78462392
annon_adab_lossen,2.736,0.03,"gate, door  + building, house + snowy",split_01,0,3.051286163829787,1.772329181215582,-0.93236957,6.79811053,3.43061116,-0.11889214403007595,0.4225342412765957,0.44138177750071045,16.622498122627256,2.34584144169731,4.429705613333334,2.6860751113616432,6.02565487,1.3285356,4.636695145,1.9097806902256236,6.79811053,1.28969582,3.2271455809090908,1.5018748969050422,5.41759119,0.96496351,2.7322096554545454,1.3577971116532594,4.47909464,0.70895753,2.07081778875,1.6490992623296865,4.35530072,0.12537186,2.52271401,1.67462183516941,4.10569484,-0.93236957
araf_hub_faun,0.2929,0.012,"wolf + harbour, haven, small landlocked bay  + cloud",split_01,0,0.03597925127955494,0.9390556575753093,-6.15041435,6.01312946,-0.05671402,1.554394192047443,0.4677051694297636,0.5897585266935857,0.26878508577427296,9.729133137185606,-0.026033017058823528,0.512442709834963,2.35422581,-1.26376216,0.09824080525423724,0.8446763869252191,4.79897923,-0.87868104,0.0045481597580645195,0.6759847031806279,6.01312946,-0.80215959,0.08152502531746035,0.8761443482456576,5.46409707,-1.31076861,0.055349978916666674,0.6482489554633437,4.73043573,-1.36012977,-0.004233240930232576,1.5798985280091018,5.8051494,-6.15041435
aras_ryn_manadh,0.3513,0.03,"deer + hound of chase  + final end, fate, fortune",split_01,0,0.24519920010928964,1.1910121864306888,-3.22726899,6.25734164,0.05949964,2.435390163052955,0.4549150621081081,0.3745963505047709,0.8842483972932784,5.9078415124452,-0.003408828125000006,0.36981762387581196,0.88233311,-0.47692679,0.3420979975,1.1463829408230335,3.93598633,-0.38895295,0.28486178325581396,1.2890908486630714,6.25734164,-2.24852751,0.27907042531914894,1.1876264544552162,5.52710542,-0.87892258,0.42244587125000005,1.0474724862439457,3.95024457,-1.08531574,-0.0576953048,1.5735089899480437,5.01771391,-3.22726899
badhor_graw_aiglos,1.206,0.013,"judge + bear + plant, bush",split_01,0,0.3027756028888889,0.7397540537646099,-1.92893829,2.74828902,0.37696688,-0.34298128972721914,0.38942878955555554,0.3443368384130889,1.4053599333969922,-0.02446742271444013,0.29344019200000004,0.26504995207533955,0.63405977,0.06811574,0.25655786714285717,0.36048203282576663,0.76212785,-0.25058479,0.3178514068421052,0.6216416441570741,1.10082794,-0.74439736,0.30941241208333337,0.5897707024756257,1.12137576,-0.74462115,0.3557558254545454,0.7048050243823604,1.24900408,-1.00199631,0.20730734230769235,1.355685525015772,2.74828902,-1.92893829
badhor_magol_merilin,1.429,0.062,judge + sword + nightingale,split_01,0,1.4231705449999998,1.5120002214316,-1.85559007,5.61926099,1.3725785099999999,0.4477130830957902,0.49464980725,0.4679306407559924,5.92404081287911,1.687350652501673,3.6745318420000004,2.126042499712233,5.61926099,-1.13285673,1.9829066972727274,1.6696118745742299,4.32783567,-1.0728876,1.5917323146428572,1.3377533565705322,3.37130161,-0.81737834,1.3263874267999998,1.1220382675024794,3.31076882,-0.62520266,0.932072634074074,1.0725188491439506,3.32665853,-1.29836144,0.491001142631579,0.9680708371338662,2.45752883,-1.85559007
badhor_onodrim_alagos,0.2254,0.03,judge + Ents (people)  + storm of wind,split_01,0,0.899354274733728,1.174565310102163,-1.81158795,4.84731988,0.99668524,0.5362182702033788,0.431270739112426,0.39986053353775847,3.4046505631061805,0.6645698112304914,0.33104898299999996,0.4006612846712435,0.93931378,-0.34860313,0.6216402274999999,0.6876405515800724,1.71568204,-0.50243348,0.94650341,0.8995651031367407,2.79183061,-0.84805202,0.7734854675609757,1.1043404604121976,3.64249377,-1.09519173,1.1873487486666667,1.4121795585946613,4.54127083,-1.10964675,1.0586595068965516,1.6278790824017262,4.84731988,-1.81158795
baneth_pilin_tachol,0.3759,0.019,"beauty + arrow + brooch, pin",split_01,0,0.16403525515527953,1.1389906204698441,-3.73197627,6.14399843,-0.00305175,2.5203306709618336,0.4439044403703703,0.41452368308012216,0.7803161103693547,5.117131853587935,0.07690016499999999,0.4498325171065297,0.63346262,-0.69302869,0.1490291169230769,0.4058331246890418,1.39264113,-0.21618281,0.43497480472222233,1.1518502306850067,5.06125191,-0.43893003,0.08457443052631577,0.8561779850291132,4.70493746,-0.44348017,0.17794524228571426,0.9256525130250487,4.32795203,-0.61397049,-0.0481968586206897,1.8593828393381837,6.14399843,-3.73197627
bragol_bronwe_lagor,0.8324,0.052,sudden + endurance + swift,split_01,0,1.2662747029268293,1.1850271219801782,-3.19544868,3.93574437,1.36513743,-0.5371831879716068,0.46345323121951215,0.4752092899310511,5.3852046103943545,0.8411300495029371,0.39549487363636365,0.37292302043851017,1.03168789,-0.02626587,0.6390597023076924,0.5190394430143331,1.40106772,-0.16441125,1.447130450967742,0.6093200816049087,2.39242464,-0.20840147,1.6092922544827586,0.9255391797777918,3.1398744,-0.24946613,1.1859235845,1.4899993035452634,3.32624668,-2.54525134,1.4655040878947367,1.980879253514284,3.93574437,-3.19544868
bragol_nothrim_gas,0.2525,0.226,sudden + family + hole,split_01,0,0.5010108169999999,1.2987120983899922,-2.39528834,5.97839139,0.12216559499999999,2.0496216369745905,0.3819200334166667,0.32808851709171677,1.500966538557367,2.3622661626633743,0.20305230142857145,0.2145486829332426,0.41686472,-0.13870758,0.019556651874999997,0.13538275060087368,0.20471164,-0.23939228,0.18600032035714284,0.417409620702582,1.61009802,-0.42892368,0.7210125524137931,1.2903675240612102,3.41905169,-0.58128459,0.7992893865384615,1.7608485332362218,5.26446329,-0.88659983,0.8205806042857142,2.1315402480341805,5.97839139,-2.39528834
celair_aerlinn_aes,0.1663,0.222,brilliant + hymn +  cooked food,split_01,0,0.2944513364666666,1.2539411020891256,-2.54446443,6.75486673,0.06190075,2.1462372824256586,0.48850806886666664,0.4795158973501134,1.4223286625709162,4.742147445477098,-0.10319152466666667,0.46239697436920885,0.50980621,-1.46956057,0.07678791857142857,0.33065481650604095,1.13987774,-0.33627819,0.19075924314285714,0.7620807742764506,4.32126838,-0.83318898,0.5822822888235294,1.638621307999076,6.75486673,-2.0146608,0.6482707164285715,1.378976046968735,4.81148322,-1.32137025,0.0006162954166666993,1.5930059840371429,3.71351734,-2.54446443
cirion_ira_Ithil,0.3325,0.023,"sailor, shipman  + desire + moon",split_01,0,0.34019873573426573,1.186526457896478,-1.83416467,5.3747444,0.02762047,2.2223407580802905,0.501427036083916,0.4296464558960129,1.3093210819458512,5.516849861224366,0.19913242666666664,0.4874946787677367,1.29306738,-0.48122604,0.010905480000000002,0.2341675120143229,0.41509317,-0.38818203,0.3487666194285714,1.2434668918484533,5.3747444,-0.6520707,0.5677147748484849,1.5567862805853558,4.98097396,-1.26199264,0.2950524307407407,1.0768754871060933,3.17712095,-1.13194771,0.3305913345,1.3013372563320937,3.50814479,-1.83416467
corch_faun_min,0.5925,0.014,crow + cloud + peak,split_01,0,0.26467914406666665,0.9046541698089229,-2.20460742,3.37461722,0.081478625,1.327412646343319,0.4691361935333333,0.4134490933567643,0.8016853867672769,4.382385859961256,-0.25888550399999993,0.36014059404436743,0.19993188,-1.15616423,0.10346947599999999,0.4240862478809837,1.52809139,-0.47815594,0.2613359793103448,0.8092396445289367,3.25354094,-0.45590997,0.34456805628571424,0.8371928825624905,3.37461722,-0.58537856,0.3823246113513514,0.9617665224165308,2.87623434,-1.30227502,0.2897520216666667,1.3006335533959537,3.30684422,-2.20460742
corf_Mirion_toll,0.5084,0.058,"ring +  jewel, Silmaril  +  island",split_01,0,2.184310851459854,5.088554061543642,-5.85820395,11.0228597,2.28258568,0.013187180567497939,0.4249504731386861,0.33898306090968683,9.07980440792413,0.6207155610357986,0.6366710058333335,1.3368621064977115,2.28258568,-1.47870719,0.4848764981818181,2.7126756162765457,4.31744685,-2.57391393,2.17890964,4.879164159543394,7.31654544,-4.43439221,2.1891692997058825,5.550491831518125,8.82747532,-5.62257429,3.2528611048571427,5.615622964179077,10.29086726,-5.85820395,2.1754136675,6.17706892645299,11.0228597,-5.68490436
cuin_haudh_cenedril,0.5366,0.013,"alive + burial mound, barrow, grave, tomb  + mirror",split_01,0,0.26739203476744183,0.8147431787547754,-3.70291531,4.67528471,0.273343875,-0.19264553977123056,0.4784700838372093,0.4698722972279573,1.2822703661021164,1.8351747074160925,0.2469288536363636,0.2235903158182699,0.65805987,-0.02977689,0.38154639500000004,0.3593148193540929,1.02128022,-0.20486274,0.2809197730232558,0.48897540330903266,1.25676391,-0.68468363,0.4091830385714286,0.5357601860190547,1.67256324,-0.58566468,0.4101617822580645,0.7139371528302657,2.67784312,-0.74219268,-0.20640280111111106,1.5924096684932074,4.67528471,-3.70291531
cuin_law_amon,0.4769,0.067,"alive + no! don't!  + hill, steep-sided mount ",split_01,0,0.6801542416513761,1.2158919931065721,-1.17567002,4.38073665,0.18176954,1.3384404542254003,0.4410385857798165,0.35108284749007734,1.7895513539233894,3.4407301208886416,-0.04187063000000002,0.4942254567995378,0.35070397,-1.17567002,0.44224701749999995,0.9816964357926806,2.08828018,-0.48998732,0.4370873986956523,1.1221232995536021,4.38073665,-0.4633542,0.6375331116,1.2462867582782808,3.76808037,-0.61834371,0.7770710903571428,1.2697247394727482,4.00810058,-0.68996495,1.3637925147058825,1.3338452040331021,3.78977422,-0.93931628
dam_corch_agar,0.5287,0.205,"hammer + crow + glory, brilliance, glitter",split_01,0,0.28666181988095235,1.4909153324123854,-1.92562012,5.66397116,-0.013581595,1.8745330581798485,0.3838606458333333,0.3564248520646733,0.7592084351836346,1.751565292206838,-0.207322605,0.27280331615970665,0.04755904,-0.68311614,-0.01320917909090909,0.11054251936525053,0.19735756,-0.17902138,0.09213371266666667,0.5159456868974982,1.39389232,-0.47581097,0.29750014181818185,1.1125491572782118,3.06250981,-1.26114823,0.5328888235,1.9710508620191525,4.75403824,-1.92562012,0.6884044189999999,2.8793285611861865,5.66397116,-1.91768191
dirnaith_achas_noroth,0.8448,0.021,man-spearhead (wedge formation in battle)  + achas + giant,split_01,0,0.3735917443421053,0.8129446799378064,-2.75254327,4.98372823,0.277863265,0.9282084728014748,0.4244526360526316,0.3952070944681436,1.5438808143713454,1.9884614698927703,0.24393210466666668,0.5283005235755177,1.64233437,-0.49050245,0.28295255,0.5280041439472286,1.27334274,-0.56005541,0.4186962689285715,0.5977960329627271,1.98911609,-0.41415497,0.4263034737142858,0.5845955539555314,1.84282215,-0.55373987,0.4188638237142857,0.5208012964725528,1.45575971,-0.65989218,0.31576351583333323,1.6260170453732383,4.98372823,-2.75254327
drafn_araf_ryn,0.3243,0.01," hewn, log + wolf + hound of chase ",split_01,1,0.24130430614035087,0.8209665310700712,-1.66597653,3.99820161,0.04087403,1.9693373732838886,0.42917812040935677,0.402766322767193,1.1250458060213047,4.077569693733825,-0.009936928666666659,0.504134066904173,1.22520703,-0.760492,0.4113108626666666,0.933615526290484,2.9694089,-0.26103112,0.337407335,0.9142561059033456,3.02924682,-0.48511394,0.135343346097561,0.6577530953448658,2.85436328,-0.74220401,0.1244832757894737,0.6966101965858128,3.00135668,-1.66597653,0.49293544653846155,1.0947671279530917,3.99820161,-1.03556285
eilian_pilin_fang,0.1536,0.05,rainbow + arrow + beard,split_01,0,0.5589830776428572,2.1204075547158787,-2.52388024,12.28980917,0.057303855,3.7347341827827134,0.39013706878571436,0.3003583582202643,2.1162645098874764,3.8462322122777293,-0.13040414250000001,0.35594117081828647,0.34417472,-0.99876187,0.11597894249999999,0.24659229731098112,0.66723759,-0.07094437,0.32507468419354846,1.0508120062046429,3.95381507,-1.00652602,0.7996658054054055,2.3490233462098202,12.14703704,-0.52696755,1.2533447437499998,2.900553917329107,12.28980917,-0.49421298,-0.04386663849999997,2.25659806748897,8.41472835,-2.52388024
eilian_pod_firiel,0.09443,0.016,rainbow + foot (of an animal)  + mortal maiden,split_01,0,0.27722668369318176,1.0227358135207756,-2.43740804,3.84617032,0.065236135,1.7746875498462982,0.414373101875,0.36264776536123844,0.9454136573179434,4.899778034397949,0.07165765470588235,0.5330299241934005,1.11682311,-1.39902802,0.30358229333333325,0.7292965004656193,2.13920706,-0.1400046,0.1290135035,0.6431843546104031,2.83494356,-0.71812691,0.3396238739024391,0.9131520606405843,3.67144528,-0.33093223,0.3650734535897436,1.219139742043778,3.84617032,-0.78685101,0.40404158916666666,1.6502263002537694,3.82760789,-2.43740804
elu_rusc_nath,0.826,0.042,pale blue  + fox  + web,split_01,1,0.16685104893258426,0.6723277131195231,-1.41226211,2.75733494,0.04249419,1.2107761425987011,0.3959617661235955,0.3524958151500863,0.7073172681673598,2.7421881212864583,-0.04323528066666669,0.4650506965501723,0.94917819,-0.77518841,0.23432942333333331,0.45453880500762306,1.03203206,-0.18787287,0.16719282744186048,0.5073849203776464,1.68528437,-0.40669857,0.1705369388888889,0.5914183785327017,2.11323518,-0.70291429,0.21396174024999998,0.7772007795553872,2.41147556,-1.21336351,0.17887562608695648,1.0474706237754534,2.75733494,-1.41226211
elvellon_fast_annon,0.4599,0.05,"Elf-friend +  shaggy hair + gate, door ",split_01,0,0.19102099581920903,0.9386098187597345,-4.11041084,3.71926265,0.01033987,0.7521124248037697,0.4872218959887006,0.4816545186405199,0.8200104603662922,4.310227393048211,0.05816989500000001,0.3424225200986348,0.79283304,-0.46383874,0.06702082555555558,0.3477160213451615,1.37131737,-0.27647257,0.1865985381081081,0.7753847717036209,3.68576847,-0.93830572,0.28556976,1.0340796903648366,3.71926265,-2.64870542,0.06915033275,1.169924415695632,3.4065826,-4.11041084,0.42444127653846153,1.1570757101000202,2.73008707,-1.71258738
ennorath_guldur_aear,0.6832,0.008,"lands of Middle-earth + dark sorcery + ocean, sea ",split_01,0,0.13545639622377625,1.1552302584212863,-2.57862889,2.28369678,0.56340901,-0.45176799708102655,0.4292246061538461,0.37545708586388404,0.8884099726445319,-0.32111661789565565,0.20535410153846156,0.530599276638485,0.9773611,-0.94690741,0.48084525615384616,0.6476762740068842,0.98842398,-0.76851338,0.3677899697142856,0.995057950536799,1.43019791,-1.64468447,-0.08147808000000001,1.2315220400089877,1.60237564,-2.32633839,0.09866194999999998,1.4605672628208055,2.04604461,-2.37919858,-0.11889208999999991,1.3199697145216218,2.28369678,-2.57862889
erchion_ungol_aduial,0.3355,0.01,"orkish + spider + evening, twilight ",split_01,0,0.49085922844155844,2.0316117418920174,-9.46206849,5.53860322,0.1678851,-1.162812868377455,0.5813022241558441,0.8594004553893682,2.738199277536129,3.3401711174093687,0.21285901571428573,0.5965763926673147,1.18216067,-0.47604379,0.69185716,1.4100625220912006,4.04938171,-0.4133254,0.3532347609999999,1.3218569441317125,5.53860322,-0.65342684,0.645954370625,1.666478551236556,5.39437674,-0.92901643,0.7078131907142857,2.5010670916118585,4.94561521,-5.7786414,0.20782260600000005,3.8630993061458003,3.58869282,-9.46206849
espalass_melethron_ungol,1.203,0.017,water-fall +  lover (masc.) + spider,split_01,0,0.12518078316546763,1.104893399191118,-4.73350156,2.5129628,0.1577485,-0.7275987494310195,0.4503117287769784,0.41381582146337037,0.8743743767265904,-0.41466271749103367,0.018417912857142886,1.1215670919074894,1.47362783,-1.73767311,0.09019288499999993,0.8968752546263571,1.48566465,-1.7171773,0.3616531309302325,1.0031601867378617,2.5129628,-1.41748033,0.5141339121875,0.7713944652678362,2.16787,-1.10084066,0.014369122499999998,0.8476661618306544,1.95350314,-1.52805405,-0.6440745368,1.5183470061893332,1.81483422,-4.73350156
espalass_nestad_hul,0.6164,0.029,water-fall + healing +  cry of encouragement in battle ,split_01,0,0.6402337958083831,1.0361729702706868,-1.59707977,4.72881323,0.43659734,1.1558722538543214,0.5093147776047904,0.4374048739894563,2.04609518058632,2.2502878191412568,1.7190225837499997,1.9514414576312262,3.89610617,-0.55754509,0.7909488264705882,1.049911433272442,2.93962035,-0.48100505,0.7052201592499999,0.8542613427067067,2.21634876,-0.58651787,0.350002052368421,0.8087303336498922,2.71040717,-1.38270446,0.43780205250000004,0.7547606221172215,1.96642409,-1.18851663,0.8018205332142857,1.3061327297689196,4.72881323,-1.59707977
